csv_code,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),ref_id,variable,survey_year,feature_group,question,abs_coef
Y1177000,0.07020221628529424,1.07272508180425,0.012786730743053486,0.04514068454889833,0.09526374802169016,1.0461750302183748,1.099948926224834,0.0,5.490239662975015,4.013887183884247e-08,24.57042469086324,Y11770.00,YASR-67,2000,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,0.07020221628529424
C5525400,-0.06021551701201034,0.9415615891757251,0.014501693219384515,-0.0886383134368527,-0.03179272058716798,0.915176520771738,0.9687073543621166,0.0,-4.152309395948318,3.291368602078688e-05,14.890952870760119,C55254.00,CRES2012,2012,family/home,USUAL RESIDENCE OF CHILD,0.06021551701201034
C1636400,-0.06010008154091648,0.9416702850548948,0.013291832547598385,-0.08615159462274659,-0.03404856845908637,0.9174551394118863,0.9665245608889317,0.0,-4.521579799150838,6.1379812173574524e-06,17.31380433825857,C16364.00,MS961429,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.06010008154091648
C0781100,0.05056861775861122,1.0518690377744762,0.014023675139722852,0.023082719553864716,0.07805451596335772,1.0233511871998133,1.0811815987199007,0.0,3.605946177073993,0.0003110176013769066,11.650716150638525,C07811.00,MS880775,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.05056861775861122
C0565800,0.04577224476071886,1.04683596142902,0.014029960214245447,0.018274028036267924,0.0732704614851698,1.0184420198219304,1.076021519941437,0.0,3.2624643307429766,0.0011044807121449861,9.822416059935172,C05658.00,MS860536,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.04577224476071886
C0984100,0.041575647110855304,1.0424520173521583,0.013917848947996844,0.01429716443051281,0.0688541297911978,1.014399857709806,1.071279929923318,0.0,2.9872178715403552,0.002815290097439951,8.472500694301786,C09841.00,MS901329,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.041575647110855304
C6051000,-0.03713900251755094,0.9635421912496354,0.01442753228241419,-0.06541644617687171,-0.008861558858230159,0.936677306460126,0.9911775890320144,0.0,-2.5741756657040997,0.010047924328885377,6.636958685356202,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD,0.03713900251755094
Y1669000,0.035703003715188905,1.0363480092714064,0.012811853869799559,0.01059223155519165,0.06081377587518616,1.0106485278320112,1.0627009951963526,0.0,2.7867164329238077,0.005324504883527899,7.553136906795684,Y16690.00,YASR-67,2004,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,0.035703003715188905
Y1917200,-0.0347910705723257,0.9658071807210774,0.013984503184015461,-0.06220019315468171,-0.007381947989969686,0.939694747503678,0.9926452316673664,0.0,-2.4878302871776325,0.012852504902195494,6.281806627414415,Y19172.00,Q15-143,2006,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH,0.0347910705723257
Y3676400,0.03250443247903275,1.033038472055192,0.01431735922864797,0.00444292403716056,0.06056594092090494,1.004452808457315,1.062437653377795,0.0,2.2702812690481218,0.023190522795640198,5.4303208460229815,Y36764.00,RESTYPE2016,2016,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED,0.03250443247903275
C0005500,0.029329441884078877,1.0297637859219186,0.013386869984648516,0.0030916588484475177,0.05556722491971024,1.0030964429546694,1.0571400808408251,0.0,2.1909110880820246,0.028458227193132842,5.135010397880026,C00055.00,CMOB,XRND,background,DATE OF BIRTH OF CHILD - MONTH,0.029329441884078877
Y2964011,-0.026123633261648852,0.9742146368298205,0.014689229615266232,-0.05491399426820982,0.0026667277449121153,0.9465665546019311,1.002670286626164,0.0,-1.7784209210331265,0.07533474915533055,3.7305407090718607,Y29640.11,YASR-72A~000012,2012,other,WHO R WOULD TURN TO FOR HELP WITH EMOTIONAL OR PERSONAL PROBLEM -,0.026123633261648852
C3420200,0.023666311455875055,1.0239485809657027,0.012922679597432467,-0.0016616751388431467,0.04899429805059326,0.998339704678915,1.0502143624537947,0.0,1.8313780263171717,0.06704413875116567,3.8987449779170595,C34202.00,MS-BPI-06,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.023666311455875055
Y3676100,0.020718877865243818,1.0209350038639442,0.014158243167763675,-0.007030768827933274,0.048468524558420906,0.9929938892050707,1.0496623327149366,0.0,1.4633791509117307,0.1433636603866529,2.8022487167607935,Y36761.00,NUMINHH2016,2016,family/home,NUMBER OF HOUSEHOLD MEMBERS IN HH OF R,0.020718877865243818
Y2258300,0.018681136215362736,1.0188567203063856,0.013330055318995502,-0.007445292121795032,0.0448075645525205,0.992582355408398,1.045826586436116,0.0,1.4014297591655058,0.16108559839918682,2.6341005769249346,Y22583.00,YASR-67,2008,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,0.018681136215362736
Y1255500,0.018471101571057073,1.0186427475691682,0.012906010686852848,-0.006824214559263554,0.0437664177013777,0.9931990175159837,1.044738294013229,0.0,1.431201478073569,0.15237248007786938,2.7143257330031396,Y12555.00,Q4-5AA,2002,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,0.018471101571057073
Y3456000,-0.013657145136905654,0.9864356905656376,0.014673014939115566,-0.042415725962190336,0.015101435688379029,0.9584712363586692,1.0152160385307376,0.0,-0.9307661168188557,0.3519745603237179,1.5064569359711728,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF,0.013657145136905654
Y2876700,0.013041286500462839,1.0131266949521058,0.014675000697147519,-0.015721186339046483,0.041803759339972164,0.9844017464513705,1.0426898405297402,0.0,0.888673654577595,0.37417849392656,1.418201453457571,Y28767.00,Q13-3D.01~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.013041286500462839
C6120500,-0.012344382772977126,0.9877314965712322,0.014492840530436106,-0.04074982824631427,0.016061062700360014,0.9600692821228696,1.0161907348619734,0.0,-0.8517573036874966,0.3943488083357637,1.3424558118163885,C61205.00,CRES2018,2018,family/home,USUAL RESIDENCE OF CHILD,0.012344382772977126
Y3300000,-0.009234864085035672,0.9908076463124078,0.014701419047481118,-0.03804911593972981,0.019579387769658466,0.9626656575016113,1.019772321097359,0.0,-0.6281614077668194,0.5298982088074315,0.916212844179077,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH,0.009234864085035672
Y3563900,-0.00806386843956934,0.9919685573299512,0.01471183853566206,-0.036898542115835466,0.020770805236696784,0.9637739128508312,1.020988019711594,0.0,-0.5481210536685958,0.5836087851521361,0.7769264943594103,Y35639.00,Q12-172,2016,other,HOW MANY (MORE) CHILDREN DOES R EXPECT TO HAVE? (NONE OR SELECT TO,0.00806386843956934
Y3246503,-0.007294380528327965,0.9927321588965572,0.014699137062315707,-0.03610415977428465,0.021515398717628715,0.9645398220005224,1.02174852383325,0.0,-0.49624549369150556,0.6197212171787376,0.6903087326863598,Y32465.03,Q13-3C.01~000010,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.007294380528327965
Y3254900,0.004613243009305883,1.004623900396908,0.01435578280467061,-0.02352357425772792,0.032750060276339685,0.9767509482188397,1.0332922461853304,0.0,0.3213508501817803,0.7479445252516138,0.4189968249246258,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL",0.004613243009305883
Y3332600,0.0028841973739704187,1.002888360672846,0.014393383247581023,-0.025326315406970546,0.031094710154911383,0.9749917052981696,1.03158320066475,0.0,0.20038355988715453,0.8411806160516053,0.24951248952574176,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED,0.0028841973739704187
Y2616600,-0.0008234850717207985,0.9991768538990587,0.01415788457912645,-0.028572428944083662,0.026925458800642066,0.971831902838434,1.0272912243894472,0.0,-0.058164414826131314,0.9536176655681227,0.06851713321536886,Y26166.00,RESTYPE2010,2010,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED,0.0008234850717207985
