C0000100,y_true,duration,event,max_partial_hazard,mean_partial_hazard,n_intervals,prediction_matched_base_rate,correct_matched_base_rate
142304,0,17.0,0,0.803175999557344,0.7214798695570475,9,0,True
142601,0,21.0,0,2.171980545636697,1.2187917682554952,11,1,False
143501,0,21.0,0,0.9008353972687915,0.802547031965901,11,0,True
143502,1,7.0,1,0.9087054566981844,0.9087054566981844,4,0,False
143601,0,21.0,0,0.9380326485569188,0.7791847670670781,11,0,True
143701,1,13.0,1,1.0247928055720306,1.003562298011495,7,0,False
143703,1,5.0,1,0.9573908976379011,0.9573908976379011,3,0,False
143803,1,7.0,1,1.360922818760917,1.360922818760917,4,1,True
143901,1,9.0,1,1.1859467194007576,1.1635697861233498,5,1,True
144004,1,3.0,1,2.031309579615481,1.486094433540343,2,1,True
144303,1,19.0,1,4.631792922838336,1.4899948155254346,10,1,True
144602,1,7.0,1,1.1453926870641555,1.1453926870641555,4,0,False
144603,1,11.0,1,26.349009015074753,9.546598129734354,6,1,True
145101,0,21.0,0,1.7031627983624382,1.017516732691508,11,1,False
145103,0,21.0,0,1.6483513371336922,1.0665563191031455,11,1,False
145901,0,21.0,0,0.8316618805358587,0.6867374743745843,11,0,True
146001,0,19.0,0,0.9741922721556385,0.9684978859671156,10,0,True
148201,1,3.0,1,1.2336275412245028,0.9733432185495596,2,1,True
148401,0,19.0,0,0.8991334879022108,0.8245649513967359,10,0,True
148902,1,3.0,1,3.5759394541883376,2.2666651759131193,2,1,True
148904,0,21.0,0,1.707969238593903,1.569556764961302,11,1,False
149001,0,21.0,0,0.8462075202799433,0.6712803134201721,11,0,True
149301,0,19.0,0,0.9436382468001657,0.9349121125064521,10,0,True
