C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
86602,866.0,3.0,1.0,1987.0,2.0,23.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,1,21.0,,21.0,2008,True,0.0,15,2002.0
86603,866.0,3.0,2.0,1997.0,3.0,33.0,15.0,15.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2012.0
86701,867.0,3.0,1.0,1996.0,1.0,31.0,,,,,,,,0,,,,,False,,15,2011.0
86901,869.0,3.0,1.0,1990.0,2.0,28.0,,,,,,,,0,,,,,False,,15,2005.0
86902,869.0,3.0,1.0,1988.0,1.0,26.0,,,,,,,,0,,,,,False,,15,2003.0
87501,875.0,3.0,1.0,1991.0,1.0,33.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
87601,876.0,3.0,2.0,1989.0,1.0,30.0,,,,,,,,0,,,,,False,,15,2004.0
87602,876.0,3.0,2.0,1992.0,2.0,33.0,,,,,,,,0,,,,,False,,15,2007.0
87603,876.0,3.0,2.0,1995.0,3.0,36.0,,,,,,,,0,,,,,False,,15,2010.0
87604,876.0,3.0,1.0,1998.0,4.0,39.0,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
87901,879.0,3.0,2.0,1994.0,1.0,29.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
87902,879.0,3.0,2.0,1997.0,2.0,32.0,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
88001,880.0,3.0,2.0,1982.0,1.0,25.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
88002,880.0,3.0,1.0,1984.0,2.0,27.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
88003,880.0,3.0,2.0,1986.0,3.0,29.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
88601,886.0,3.0,2.0,1996.0,1.0,36.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
88602,886.0,3.0,2.0,1999.0,2.0,39.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
88701,887.0,3.0,1.0,1987.0,1.0,26.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
88702,887.0,3.0,1.0,1990.0,2.0,29.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
88901,889.0,3.0,2.0,1979.0,1.0,21.0,11.0,33.0,9.0,5.0,True,5.0,1994;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
88902,889.0,3.0,1.0,1984.0,2.0,25.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
89301,893.0,3.0,1.0,1984.0,1.0,25.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
89302,893.0,3.0,1.0,1986.0,2.0,27.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
89303,893.0,3.0,1.0,1991.0,3.0,31.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
89401,894.0,3.0,2.0,1981.0,1.0,19.0,,,,,,,,0,,,,,False,,15,1996.0
89402,894.0,3.0,2.0,1983.0,2.0,21.0,,,,,,,,0,,,,,False,,15,1998.0
89403,894.0,3.0,2.0,1985.0,3.0,24.0,,,,,,,,0,,,,,False,,15,2000.0
89501,895.0,3.0,2.0,1992.0,1.0,30.0,,,,,,,,0,,,,,False,,15,2007.0
89502,895.0,3.0,1.0,1996.0,2.0,34.0,,,,,,,,0,,,,,False,,15,2011.0
89601,896.0,3.0,1.0,1987.0,1.0,26.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
89602,896.0,3.0,2.0,1994.0,2.0,33.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
89801,898.0,3.0,2.0,1989.0,1.0,25.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
89802,898.0,3.0,1.0,1991.0,2.0,27.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
89803,898.0,3.0,2.0,1995.0,3.0,30.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
90001,900.0,3.0,1.0,1988.0,1.0,26.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
90002,900.0,3.0,2.0,1990.0,2.0,28.0,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
90003,900.0,3.0,1.0,1996.0,3.0,34.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
90004,900.0,3.0,1.0,1997.0,4.0,36.0,15.0,15.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2012.0
90401,904.0,3.0,1.0,1991.0,1.0,27.0,,,,,,,,0,,,,,False,,15,2006.0
90601,906.0,3.0,2.0,1995.0,1.0,30.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,2,15.0,17.0,17.0,2010;2012,False,,15,2010.0
90602,906.0,3.0,1.0,1996.0,2.0,32.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
90603,906.0,3.0,1.0,1998.0,3.0,33.0,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
91201,912.0,3.0,2.0,1984.0,1.0,26.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
91202,912.0,3.0,1.0,1987.0,2.0,29.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
91401,914.0,1.0,2.0,1991.0,1.0,30.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
91402,914.0,1.0,1.0,1993.0,2.0,31.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
91801,918.0,3.0,2.0,1987.0,1.0,24.0,15.0,25.0,5.0,5.0,True,5.0,2002;2006;2008;2010;2012,1,15.0,,15.0,2002,True,0.0,15,2002.0
92301,923.0,3.0,1.0,1983.0,1.0,22.0,15.0,27.0,7.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
92302,923.0,3.0,1.0,1987.0,2.0,26.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,1,15.0,,15.0,2002,True,0.0,15,2002.0
92303,923.0,3.0,2.0,1989.0,3.0,27.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,17.0,,17.0,2006,False,,15,2004.0
92801,928.0,3.0,1.0,1981.0,1.0,20.0,15.0,29.0,5.0,3.0,True,3.0,1996;1998;2002,1,15.0,,15.0,1996,True,0.0,15,1996.0
92802,928.0,3.0,2.0,1984.0,2.0,23.0,16.0,28.0,6.0,4.0,True,4.0,2000;2004;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
93001,930.0,1.0,1.0,1976.0,2.0,17.0,,,,,,,,0,,,,,False,,15,1991.0
93002,930.0,1.0,1.0,1976.0,1.0,17.0,,,,,,,,0,,,,,False,,15,1991.0
93003,930.0,1.0,2.0,1979.0,3.0,20.0,21.0,29.0,5.0,3.0,True,3.0,2000;2002;2004,0,,,,,True,0.0,15,1994.0
93004,930.0,1.0,2.0,1981.0,4.0,22.0,19.0,29.0,6.0,4.0,True,4.0,2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
93201,932.0,3.0,2.0,1977.0,1.0,18.0,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
93202,932.0,3.0,2.0,1980.0,2.0,20.0,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
93203,932.0,3.0,1.0,1989.0,3.0,29.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,2,15.0,17.0,17.0,2004;2006,False,,15,2004.0
93501,935.0,3.0,2.0,1984.0,1.0,26.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
93502,935.0,3.0,2.0,1985.0,2.0,27.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
93503,935.0,3.0,1.0,1988.0,3.0,30.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
93601,936.0,3.0,1.0,1986.0,1.0,25.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
93602,936.0,3.0,1.0,1989.0,2.0,28.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
93603,936.0,3.0,1.0,1992.0,3.0,31.0,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,1,16.0,,16.0,2008,False,,15,2007.0
93901,939.0,3.0,1.0,1979.0,1.0,20.0,11.0,21.0,2.0,1.0,False,1.0,2000,0,,,,,False,,15,1994.0
93902,939.0,3.0,2.0,1981.0,2.0,22.0,19.0,29.0,5.0,3.0,True,3.0,2000;2002;2006,0,,,,,True,0.0,15,1996.0
93903,939.0,3.0,1.0,1984.0,3.0,26.0,16.0,26.0,5.0,4.0,True,4.0,2000;2002;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
93904,939.0,3.0,2.0,1986.0,4.0,27.0,16.0,26.0,5.0,4.0,True,4.0,2002;2006;2008;2010,0,,,,,True,0.0,15,2001.0
94001,940.0,3.0,2.0,1982.0,1.0,22.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
94002,940.0,3.0,1.0,1984.0,2.0,24.0,16.0,28.0,6.0,4.0,True,4.0,2000;2004;2006;2008,0,,,,,True,0.0,15,1999.0
94201,942.0,3.0,1.0,1988.0,1.0,27.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
94202,942.0,3.0,2.0,1991.0,2.0,30.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
94901,949.0,3.0,2.0,1983.0,1.0,20.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
94902,949.0,3.0,1.0,1984.0,2.0,21.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
95001,950.0,3.0,1.0,1995.0,1.0,30.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
95201,952.0,3.0,1.0,1982.0,1.0,18.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
95301,953.0,3.0,2.0,1978.0,1.0,19.0,22.0,34.0,5.0,2.0,True,2.0,2000;2002,0,,,,,True,0.0,15,1993.0
95302,953.0,3.0,1.0,1984.0,2.0,25.0,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2004;2006,2,16.0,18.0,18.0,2000;2002,True,1.0,15,1999.0
95401,954.0,3.0,1.0,1998.0,1.0,37.0,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
95402,954.0,3.0,1.0,2000.0,2.0,40.0,16.0,18.0,2.0,2.0,False,2.0,2016;2018,0,,,,,False,,15,2015.0
96201,962.0,3.0,2.0,1983.0,1.0,21.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
96202,962.0,3.0,1.0,1984.0,2.0,23.0,,,,,,,,0,,,,,False,,15,1999.0
96203,962.0,3.0,1.0,1987.0,3.0,25.0,15.0,17.0,2.0,2.0,False,2.0,2002;2004,1,15.0,,15.0,2002,False,,15,2002.0
96401,964.0,3.0,2.0,1991.0,1.0,26.0,,,,,,,,0,,,,,False,,15,2006.0
96601,966.0,3.0,2.0,1997.0,1.0,35.0,,,,,,,,0,,,,,False,,15,2012.0
96602,966.0,3.0,1.0,2001.0,2.0,39.0,,,,,,,,0,,,,,False,,15,2016.0
96701,967.0,3.0,1.0,1991.0,1.0,28.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
96702,967.0,3.0,1.0,1993.0,2.0,30.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
97101,971.0,3.0,2.0,1993.0,1.0,31.0,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
97102,971.0,3.0,1.0,1995.0,2.0,33.0,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
97401,974.0,3.0,1.0,1989.0,1.0,28.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
97402,974.0,3.0,1.0,1991.0,2.0,30.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,15.0,,15.0,2006,False,,15,2006.0
97501,975.0,3.0,2.0,1982.0,1.0,17.0,16.0,20.0,2.0,2.0,False,2.0,1998;2002,0,,,,,False,,15,1997.0
97502,975.0,3.0,1.0,1985.0,2.0,20.0,17.0,25.0,2.0,2.0,True,2.0,2002;2010,0,,,,,True,0.0,15,2000.0
97801,978.0,3.0,2.0,1984.0,1.0,25.0,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
97802,978.0,3.0,2.0,1987.0,2.0,27.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
97901,979.0,3.0,1.0,1981.0,1.0,21.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,1,17.0,,17.0,1998,True,0.0,15,1996.0
97902,979.0,3.0,1.0,1984.0,2.0,25.0,16.0,26.0,5.0,4.0,True,4.0,2000;2002;2004;2006,0,,,,,True,0.0,15,1999.0
98101,981.0,3.0,1.0,1986.0,1.0,26.0,16.0,24.0,5.0,5.0,False,5.0,2002;2004;2006;2008;2010,1,22.0,,22.0,2008,False,,15,2001.0
98102,981.0,3.0,2.0,1989.0,2.0,29.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
98601,986.0,2.0,2.0,1981.0,1.0,17.0,,,,,,,,0,,,,,False,,15,1996.0
98801,988.0,2.0,1.0,1975.0,1.0,15.0,13.0,15.0,2.0,1.0,False,1.0,1990,0,,,,,False,,15,1990.0
99201,992.0,3.0,2.0,1977.0,1.0,18.0,11.0,33.0,10.0,4.0,True,4.0,1994;1996;2000;2002,0,,,,,True,0.0,15,1992.0
99202,992.0,3.0,1.0,1979.0,2.0,21.0,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
99203,992.0,3.0,1.0,1981.0,3.0,22.0,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
99501,995.0,3.0,2.0,1971.0,1.0,13.0,17.0,19.0,2.0,2.0,False,2.0,1988;1990,0,,,,,False,,15,1986.0
99502,995.0,3.0,1.0,1979.0,2.0,22.0,11.0,29.0,8.0,5.0,True,5.0,1994;1998;2000;2002;2004,1,19.0,,19.0,1998,True,0.0,15,1994.0
99801,998.0,3.0,1.0,1982.0,1.0,24.0,16.0,16.0,1.0,1.0,False,1.0,1998,0,,,,,False,,15,1997.0
99802,998.0,3.0,2.0,1987.0,2.0,29.0,23.0,25.0,2.0,2.0,True,2.0,2010;2012,0,,,,,True,0.0,15,2002.0
99803,998.0,3.0,1.0,1989.0,3.0,31.0,21.0,21.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2004.0
99804,998.0,3.0,1.0,1995.0,4.0,37.0,,,,,,,,0,,,,,False,,15,2010.0
99805,998.0,3.0,2.0,1998.0,5.0,40.0,,,,,,,,0,,,,,False,,15,2013.0
99901,999.0,3.0,1.0,1984.0,1.0,21.0,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
99902,999.0,3.0,1.0,1986.0,2.0,23.0,16.0,26.0,5.0,4.0,True,4.0,2002;2004;2008;2010,0,,,,,True,0.0,15,2001.0
100501,1005.0,3.0,1.0,1979.0,1.0,20.0,21.0,33.0,5.0,2.0,True,2.0,2000;2002,0,,,,,True,0.0,15,1994.0
100502,1005.0,3.0,1.0,1981.0,2.0,21.0,25.0,29.0,3.0,1.0,True,1.0,2006,0,,,,,True,0.0,15,1996.0
100503,1005.0,3.0,2.0,1986.0,3.0,26.0,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
100504,1005.0,3.0,2.0,1988.0,4.0,28.0,16.0,16.0,1.0,1.0,False,1.0,2004,0,,,,,False,,15,2003.0
100505,1005.0,3.0,2.0,1989.0,5.0,29.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
100801,1008.0,3.0,2.0,1976.0,1.0,17.0,,,,,,,,0,,,,,False,,15,1991.0
100901,1009.0,3.0,1.0,1976.0,1.0,19.0,12.0,32.0,9.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1991.0
101501,1015.0,3.0,2.0,1984.0,1.0,21.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
101502,1015.0,3.0,1.0,1986.0,2.0,24.0,16.0,26.0,4.0,3.0,True,3.0,2002;2004;2010,0,,,,,True,0.0,15,2001.0
101503,1015.0,3.0,2.0,1991.0,3.0,28.0,15.0,21.0,3.0,3.0,False,3.0,2006;2008;2012,0,,,,,False,,15,2006.0
101504,1015.0,3.0,1.0,1996.0,4.0,34.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
101601,1016.0,3.0,1.0,1995.0,1.0,35.0,,,,,,,,0,,,,,False,,15,2010.0
101701,1017.0,3.0,2.0,1989.0,1.0,27.0,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
101702,1017.0,3.0,1.0,1992.0,2.0,30.0,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
101801,1018.0,3.0,1.0,1992.0,1.0,27.0,,,,,,,,0,,,,,False,,15,2007.0
101802,1018.0,3.0,2.0,1995.0,2.0,30.0,,,,,,,,0,,,,,False,,15,2010.0
101901,1019.0,3.0,1.0,1999.0,1.0,34.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
101902,1019.0,3.0,2.0,2002.0,2.0,38.0,14.0,16.0,2.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
101903,1019.0,3.0,1.0,2005.0,3.0,40.0,13.0,15.0,2.0,1.0,False,1.0,2020,0,,,,,False,,15,2020.0
102401,1024.0,3.0,2.0,1991.0,1.0,28.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
102501,1025.0,2.0,1.0,1973.0,1.0,14.0,15.0,15.0,1.0,1.0,False,1.0,1988,0,,,,,False,,15,1988.0
102502,1025.0,2.0,1.0,1976.0,2.0,18.0,,,,,,,,0,,,,,False,,15,1991.0
102503,1025.0,2.0,1.0,1980.0,3.0,21.0,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,16.0,,16.0,1996,True,0.0,15,1995.0
102504,1025.0,2.0,2.0,1982.0,4.0,23.0,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,18.0,,18.0,2000,True,0.0,15,1997.0
102505,1025.0,2.0,1.0,1983.0,5.0,24.0,15.0,29.0,7.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,2,15.0,19.0,19.0,1998;2002,True,1.0,15,1998.0
103001,1030.0,2.0,1.0,1979.0,1.0,20.0,11.0,29.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,2,17.0,19.0,19.0,1996;1998,True,1.0,15,1994.0
103002,1030.0,2.0,2.0,1983.0,2.0,24.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
103003,1030.0,2.0,2.0,1987.0,3.0,28.0,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
103004,1030.0,2.0,2.0,1996.0,4.0,38.0,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
103301,1033.0,2.0,1.0,1985.0,1.0,21.0,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,15.0,,15.0,2000,True,0.0,15,2000.0
103302,1033.0,2.0,1.0,1989.0,2.0,25.0,15.0,17.0,2.0,2.0,False,2.0,2004;2006,0,,,,,False,,15,2004.0
103303,1033.0,2.0,1.0,1993.0,3.0,29.0,,,,,,,,0,,,,,False,,15,2008.0
103304,1033.0,2.0,1.0,2005.0,4.0,41.0,15.0,15.0,1.0,1.0,False,1.0,2020,0,,,,,False,,15,2020.0
103401,1034.0,2.0,1.0,1973.0,1.0,15.0,15.0,37.0,9.0,3.0,True,3.0,1988;1990;1994,2,15.0,21.0,21.0,1988;1994,True,1.0,15,1988.0
103402,1034.0,2.0,2.0,1976.0,2.0,18.0,12.0,20.0,4.0,2.0,False,2.0,1994;1996,0,,,,,False,,15,1991.0
103403,1034.0,2.0,1.0,1978.0,3.0,21.0,12.0,28.0,7.0,4.0,True,4.0,1994;1996;2000;2002,1,16.0,,16.0,1994,True,0.0,15,1993.0
103501,1035.0,3.0,2.0,1984.0,1.0,20.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
103502,1035.0,3.0,2.0,1985.0,2.0,21.0,19.0,27.0,5.0,4.0,True,4.0,2004;2006;2008;2010,1,19.0,,19.0,2004,True,0.0,15,2000.0
103601,1036.0,3.0,2.0,1996.0,1.0,33.0,,,,,,,,0,,,,,False,,15,2011.0
103801,1038.0,3.0,1.0,1991.0,1.0,26.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
103802,1038.0,3.0,1.0,1994.0,2.0,29.0,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
103901,1039.0,3.0,1.0,1988.0,1.0,28.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
104001,1040.0,3.0,1.0,1985.0,1.0,25.0,15.0,27.0,6.0,5.0,True,5.0,2000;2002;2004;2006;2010,1,17.0,,17.0,2002,True,0.0,15,2000.0
104801,1048.0,3.0,1.0,1977.0,1.0,19.0,11.0,33.0,10.0,4.0,True,4.0,1994;1998;2000;2002,0,,,,,True,0.0,15,1992.0
104802,1048.0,3.0,2.0,1980.0,2.0,22.0,18.0,30.0,7.0,4.0,True,4.0,1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
104901,1049.0,3.0,2.0,1992.0,1.0,30.0,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
104902,1049.0,3.0,1.0,1999.0,2.0,36.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
104903,1049.0,3.0,1.0,1999.0,3.0,36.0,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
105001,1050.0,3.0,1.0,2002.0,1.0,41.0,14.0,16.0,2.0,1.0,False,1.0,2018,1,16.0,,16.0,2018,False,,15,2017.0
105601,1056.0,3.0,1.0,1980.0,1.0,20.0,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
105602,1056.0,3.0,2.0,1984.0,2.0,24.0,16.0,18.0,2.0,2.0,False,2.0,2000;2002,0,,,,,False,,15,1999.0
105603,1056.0,3.0,2.0,1991.0,3.0,32.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,21.0,,21.0,2012,False,,15,2006.0
105701,1057.0,2.0,2.0,1973.0,1.0,16.0,15.0,37.0,10.0,4.0,True,4.0,1988;1990;1994;1996,1,21.0,,21.0,1994,True,0.0,15,1988.0
105702,1057.0,2.0,2.0,1976.0,2.0,19.0,12.0,34.0,10.0,3.0,True,3.0,1994;1996;2000,1,18.0,,18.0,1994,True,0.0,15,1991.0
105703,1057.0,2.0,1.0,1978.0,3.0,21.0,12.0,30.0,8.0,5.0,True,5.0,1994;1996;1998;2000;2002,1,16.0,,16.0,1994,True,0.0,15,1993.0
105704,1057.0,2.0,2.0,1980.0,4.0,22.0,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,22.0,,22.0,2002,True,0.0,15,1995.0
106301,1063.0,3.0,2.0,1978.0,1.0,17.0,10.0,34.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1993.0
106302,1063.0,3.0,1.0,1983.0,2.0,23.0,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
106501,1065.0,3.0,1.0,1984.0,1.0,26.0,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
106502,1065.0,3.0,1.0,1988.0,2.0,29.0,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
106503,1065.0,3.0,2.0,1991.0,3.0,32.0,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
106901,1069.0,3.0,1.0,1982.0,1.0,24.0,16.0,28.0,5.0,4.0,True,4.0,1998;2000;2002;2004,0,,,,,True,0.0,15,1997.0
106902,1069.0,3.0,1.0,1985.0,2.0,27.0,15.0,27.0,5.0,4.0,True,4.0,2000;2002;2004;2010,1,15.0,,15.0,2000,True,0.0,15,2000.0
107001,1070.0,2.0,1.0,1975.0,1.0,16.0,13.0,29.0,6.0,3.0,True,3.0,1990;1996;2000,0,,,,,True,0.0,15,1990.0
