C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
563104,5631.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
563401,5634.0,2.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,1,16.0,,16.0,2002,True,0.0,15,2001.0
564001,5640.0,2.0,2.0,1978.0,,,10.0,34.0,7.0,2.0,True,2.0,1994;1996,0,,,,,True,0.0,15,1993.0
564002,5640.0,2.0,1.0,1980.0,,,10.0,30.0,6.0,2.0,True,2.0,1996;1998,1,18.0,,18.0,1998,True,0.0,15,1995.0
564003,5640.0,2.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
564601,5646.0,2.0,1.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,2,16.0,18.0,18.0,1996;1998,True,1.0,15,1995.0
564701,5647.0,2.0,2.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,2,16.0,18.0,18.0,1998;2000,True,1.0,15,1997.0
564702,5647.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
564703,5647.0,2.0,1.0,1987.0,,,15.0,23.0,5.0,5.0,False,5.0,2002;2004;2006;2008;2010,2,15.0,19.0,19.0,2002;2006,False,,15,2002.0
564801,5648.0,3.0,1.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
564802,5648.0,3.0,2.0,1981.0,,,17.0,29.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
564803,5648.0,3.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
564804,5648.0,3.0,1.0,1985.0,,,15.0,23.0,5.0,5.0,False,5.0,2000;2002;2004;2006;2008,2,15.0,21.0,21.0,2000;2006,False,,15,2000.0
565201,5652.0,3.0,1.0,1988.0,,,16.0,22.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2003.0
565202,5652.0,3.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,16.0,,16.0,2006,False,,15,2005.0
565401,5654.0,3.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,2,15.0,19.0,19.0,1998;2002,True,1.0,15,1998.0
565402,5654.0,3.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
565601,5656.0,3.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
565602,5656.0,3.0,1.0,1990.0,,,16.0,20.0,3.0,3.0,False,3.0,2006;2008;2010,1,16.0,,16.0,2006,False,,15,2005.0
565701,5657.0,3.0,1.0,1990.0,,,16.0,18.0,2.0,2.0,False,2.0,2006;2008,0,,,,,False,,15,2005.0
565901,5659.0,3.0,1.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
565902,5659.0,3.0,1.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
566101,5661.0,3.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,16.0,,16.0,2006,False,,15,2005.0
566901,5669.0,3.0,2.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
567002,5670.0,3.0,2.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
567301,5673.0,3.0,1.0,1995.0,,,,,,,,,,0,,,,,False,,15,2010.0
567302,5673.0,3.0,1.0,1998.0,,,,,,,,,,0,,,,,False,,15,2013.0
567303,5673.0,3.0,1.0,2002.0,,,,,,,,,,0,,,,,False,,15,2017.0
567401,5674.0,3.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,4,15.0,17.0,21.0,1996;1998;2000;2002,True,1.0,15,1996.0
567402,5674.0,3.0,2.0,1989.0,,,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2004.0
567501,5675.0,3.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
568101,5681.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
568102,5681.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
568103,5681.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
568104,5681.0,3.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
568105,5681.0,3.0,1.0,1996.0,,,,,,,,,,0,,,,,False,,15,2011.0
568201,5682.0,3.0,1.0,1987.0,,,17.0,23.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2002.0
568202,5682.0,3.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
568203,5682.0,3.0,2.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
568204,5682.0,3.0,2.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
568401,5684.0,2.0,1.0,1975.0,,,13.0,37.0,7.0,1.0,True,1.0,2000,0,,,,,True,0.0,15,1990.0
568402,5684.0,2.0,1.0,1976.0,,,12.0,30.0,3.0,1.0,True,1.0,2000,0,,,,,True,0.0,15,1991.0
568501,5685.0,3.0,2.0,1977.0,,,,,,,,,,0,,,,,False,,15,1992.0
568502,5685.0,3.0,2.0,1984.0,,,16.0,26.0,4.0,3.0,True,3.0,2000;2002;2006,1,22.0,,22.0,2006,True,0.0,15,1999.0
568503,5685.0,3.0,1.0,1984.0,,,16.0,16.0,1.0,1.0,False,1.0,2000,0,,,,,False,,15,1999.0
568601,5686.0,3.0,1.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
568602,5686.0,3.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
568603,5686.0,3.0,1.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,1,16.0,,16.0,2012,False,,15,2011.0
568701,5687.0,3.0,2.0,1982.0,,,16.0,28.0,5.0,4.0,True,4.0,1998;2000;2004;2006,0,,,,,True,0.0,15,1997.0
568702,5687.0,3.0,2.0,1985.0,,,15.0,17.0,2.0,2.0,False,2.0,2000;2002,0,,,,,False,,15,2000.0
568703,5687.0,3.0,1.0,1989.0,,,17.0,23.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2004.0
568901,5689.0,3.0,2.0,1977.0,,,11.0,25.0,3.0,2.0,True,2.0,2000;2002,0,,,,,True,0.0,15,1992.0
568902,5689.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
569001,5690.0,1.0,1.0,1990.0,,,16.0,22.0,3.0,3.0,False,3.0,2006;2008;2012,1,18.0,,18.0,2008,False,,15,2005.0
569501,5695.0,3.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
569502,5695.0,3.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
569503,5695.0,3.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
570101,5701.0,3.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
570201,5702.0,3.0,2.0,1989.0,,,15.0,19.0,3.0,3.0,False,3.0,2004;2006;2008,1,15.0,,15.0,2004,False,,15,2004.0
570501,5705.0,3.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
570502,5705.0,3.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,3,15.0,17.0,19.0,1998;2000;2002,True,1.0,15,1998.0
570601,5706.0,3.0,2.0,1982.0,,,16.0,20.0,3.0,3.0,False,3.0,1998;2000;2002,1,20.0,,20.0,2002,False,,15,1997.0
570701,5707.0,3.0,2.0,1981.0,,,15.0,21.0,4.0,4.0,False,4.0,1996;1998;2000;2002,0,,,,,False,,15,1996.0
570702,5707.0,3.0,1.0,1983.0,,,15.0,19.0,3.0,3.0,False,3.0,1998;2000;2002,0,,,,,False,,15,1998.0
570703,5707.0,3.0,2.0,1986.0,,,16.0,24.0,2.0,2.0,False,2.0,2002;2010,0,,,,,False,,15,2001.0
570801,5708.0,3.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,1,19.0,,19.0,2006,True,0.0,15,2002.0
570802,5708.0,3.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
570803,5708.0,3.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
570901,5709.0,3.0,2.0,2001.0,,,15.0,17.0,2.0,2.0,False,2.0,2016;2018,0,,,,,False,,15,2016.0
571201,5712.0,3.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,3,16.0,18.0,20.0,2006;2008;2010,False,,15,2005.0
571202,5712.0,3.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
571301,5713.0,3.0,1.0,1980.0,,,10.0,28.0,7.0,4.0,True,4.0,1996;1998;2000;2002,1,16.0,,16.0,1996,True,0.0,15,1995.0
571302,5713.0,3.0,1.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
571303,5713.0,3.0,1.0,1984.0,,,16.0,22.0,4.0,4.0,False,4.0,2000;2002;2004;2006,3,16.0,18.0,20.0,2000;2002;2004,False,,15,1999.0
571304,5713.0,3.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
571501,5715.0,3.0,1.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
571502,5715.0,3.0,1.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
571503,5715.0,3.0,2.0,1998.0,,,,,,,,,,0,,,,,False,,15,2013.0
571601,5716.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
571602,5716.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
571701,5717.0,3.0,2.0,1987.0,,,19.0,25.0,4.0,4.0,True,4.0,2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
571702,5717.0,3.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
571801,5718.0,3.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
571802,5718.0,3.0,2.0,1997.0,,,15.0,15.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2012.0
572001,5720.0,1.0,2.0,1977.0,,,13.0,33.0,8.0,4.0,True,4.0,1994;1998;2000;2002,1,17.0,,17.0,1994,True,0.0,15,1992.0
572002,5720.0,1.0,2.0,1984.0,,,18.0,28.0,3.0,1.0,True,1.0,2002,0,,,,,True,0.0,15,1999.0
572003,5720.0,1.0,1.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
572401,5724.0,1.0,2.0,1978.0,,,10.0,30.0,9.0,4.0,True,4.0,1994;1996;1998;2000,0,,,,,True,0.0,15,1993.0
572402,5724.0,1.0,1.0,1981.0,,,15.0,27.0,4.0,3.0,True,3.0,1996;1998;2006,0,,,,,True,0.0,15,1996.0
572801,5728.0,1.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,21.0,,21.0,2006,True,0.0,15,2000.0
572802,5728.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,21.0,,21.0,2010,False,,15,2004.0
572803,5728.0,1.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
572901,5729.0,1.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
572902,5729.0,1.0,1.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
572903,5729.0,1.0,2.0,1988.0,,,16.0,20.0,3.0,3.0,False,3.0,2004;2006;2008,0,,,,,False,,15,2003.0
572904,5729.0,1.0,2.0,1989.0,,,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2004.0
573201,5732.0,1.0,2.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
573202,5732.0,1.0,1.0,2003.0,,,13.0,17.0,2.0,1.0,False,1.0,2020,0,,,,,False,,15,2018.0
573401,5734.0,1.0,1.0,1993.0,,,,,,,,,,0,,,,,False,,15,2008.0
573701,5737.0,1.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
573702,5737.0,1.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
573703,5737.0,1.0,1.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
574001,5740.0,1.0,2.0,1976.0,,,12.0,34.0,9.0,2.0,True,2.0,1994;2000,0,,,,,True,0.0,15,1991.0
574002,5740.0,1.0,2.0,1979.0,,,11.0,29.0,9.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
574003,5740.0,1.0,1.0,1981.0,,,15.0,29.0,7.0,5.0,True,5.0,1996;1998;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
574004,5740.0,1.0,2.0,1983.0,,,15.0,27.0,6.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
574005,5740.0,1.0,2.0,1992.0,,,16.0,18.0,2.0,2.0,False,2.0,2008;2010,0,,,,,False,,15,2007.0
574101,5741.0,1.0,1.0,1987.0,,,15.0,25.0,5.0,5.0,True,5.0,2002;2004;2006;2010;2012,0,,,,,True,0.0,15,2002.0
574102,5741.0,1.0,2.0,1989.0,,,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2004.0
574103,5741.0,1.0,2.0,1997.0,,,,,,,,,,0,,,,,False,,15,2012.0
574401,5744.0,1.0,1.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
574402,5744.0,1.0,2.0,1989.0,,,15.0,15.0,1.0,1.0,False,1.0,2004,1,15.0,,15.0,2004,False,,15,2004.0
574403,5744.0,1.0,2.0,1996.0,,,,,,,,,,0,,,,,False,,15,2011.0
574601,5746.0,1.0,2.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,2,16.0,18.0,18.0,1998;2000,True,1.0,15,1997.0
574602,5746.0,1.0,1.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
574603,5746.0,1.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
575301,5753.0,1.0,1.0,1994.0,,,,,,,,,,0,,,,,False,,15,2009.0
575302,5753.0,1.0,2.0,1996.0,,,,,,,,,,0,,,,,False,,15,2011.0
575601,5756.0,1.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
575602,5756.0,1.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
575603,5756.0,1.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
576001,5760.0,3.0,2.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
576601,5766.0,1.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
576602,5766.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
576701,5767.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
576702,5767.0,1.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
576801,5768.0,3.0,1.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
576802,5768.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
576803,5768.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
576901,5769.0,1.0,1.0,1987.0,,,15.0,25.0,5.0,5.0,True,5.0,2002;2004;2006;2010;2012,2,15.0,17.0,17.0,2002;2004,True,1.0,15,2002.0
577001,5770.0,1.0,1.0,1982.0,,,20.0,24.0,2.0,2.0,False,2.0,2002;2006,1,24.0,,24.0,2006,False,,15,1997.0
577002,5770.0,1.0,2.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
577003,5770.0,1.0,2.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
577301,5773.0,1.0,1.0,1984.0,,,16.0,26.0,4.0,3.0,True,3.0,2000;2002;2008,0,,,,,True,0.0,15,1999.0
577302,5773.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,2,15.0,21.0,21.0,2006;2012,False,,15,2006.0
577303,5773.0,1.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
577304,5773.0,1.0,1.0,2004.0,,,12.0,16.0,3.0,1.0,False,1.0,2020,0,,,,,False,,15,2019.0
577305,5773.0,1.0,2.0,2005.0,,,13.0,15.0,2.0,1.0,False,1.0,2020,0,,,,,False,,15,2020.0
577401,5774.0,1.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
577402,5774.0,1.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
577403,5774.0,1.0,1.0,1990.0,,,16.0,20.0,3.0,3.0,False,3.0,2006;2008;2010,1,20.0,,20.0,2010,False,,15,2005.0
577701,5777.0,3.0,2.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
577702,5777.0,3.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
578001,5780.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,1,20.0,,20.0,2004,True,0.0,15,1999.0
578002,5780.0,1.0,1.0,1987.0,,,15.0,23.0,5.0,5.0,False,5.0,2002;2004;2006;2008;2010,0,,,,,False,,15,2002.0
578003,5780.0,1.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
578101,5781.0,1.0,2.0,1982.0,,,16.0,30.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,18.0,,18.0,2000,True,0.0,15,1997.0
578102,5781.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
578103,5781.0,1.0,1.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
578201,5782.0,1.0,2.0,1978.0,,,10.0,34.0,10.0,5.0,True,5.0,1994;1996;1998;2000;2002,3,16.0,18.0,20.0,1994;1996;1998,True,1.0,15,1993.0
578202,5782.0,1.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
579001,5790.0,1.0,2.0,1979.0,,,11.0,33.0,9.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
579002,5790.0,1.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
579301,5793.0,1.0,1.0,1980.0,,,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
579302,5793.0,1.0,1.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2000;2004;2006,0,,,,,True,0.0,15,1997.0
579303,5793.0,1.0,1.0,1983.0,,,15.0,27.0,7.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
579304,5793.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,1,20.0,,20.0,2004,True,0.0,15,1999.0
579305,5793.0,1.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
579601,5796.0,1.0,1.0,1975.0,,,13.0,37.0,10.0,4.0,True,4.0,1990;1994;1996;2000,1,21.0,,21.0,1996,True,0.0,15,1990.0
579801,5798.0,1.0,2.0,1982.0,,,20.0,30.0,6.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1997.0
579802,5798.0,1.0,2.0,1985.0,,,17.0,27.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
579803,5798.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
579804,5798.0,1.0,2.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
579901,5799.0,1.0,1.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
579902,5799.0,1.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,3,16.0,18.0,22.0,2006;2008;2012,False,,15,2005.0
580101,5801.0,1.0,1.0,1982.0,,,16.0,24.0,3.0,3.0,False,3.0,1998;2000;2006,1,18.0,,18.0,2000,False,,15,1997.0
580102,5801.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
580103,5801.0,1.0,2.0,1999.0,,,15.0,15.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2014.0
580201,5802.0,1.0,1.0,1994.0,,,16.0,16.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2009.0
580202,5802.0,1.0,2.0,1997.0,,,,,,,,,,0,,,,,False,,15,2012.0
580301,5803.0,1.0,2.0,1980.0,,,16.0,30.0,7.0,4.0,True,4.0,1996;1998;2002;2004,1,18.0,,18.0,1998,True,0.0,15,1995.0
580302,5803.0,1.0,1.0,1981.0,,,15.0,29.0,7.0,5.0,True,5.0,1996;1998;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
580501,5805.0,1.0,2.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
580502,5805.0,1.0,2.0,1981.0,,,15.0,29.0,7.0,5.0,True,5.0,1996;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
580601,5806.0,1.0,1.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,16.0,,16.0,1996,True,0.0,15,1995.0
580602,5806.0,1.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
580901,5809.0,1.0,2.0,1982.0,,,20.0,30.0,6.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1997.0
580902,5809.0,1.0,1.0,1987.0,,,15.0,25.0,5.0,5.0,True,5.0,2002;2004;2006;2010;2012,0,,,,,True,0.0,15,2002.0
580903,5809.0,1.0,1.0,1988.0,,,18.0,24.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2003.0
581101,5811.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,15.0,,15.0,2004,False,,15,2004.0
581201,5812.0,1.0,1.0,1986.0,,,24.0,24.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2001.0
581202,5812.0,1.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
581301,5813.0,1.0,2.0,1977.0,,,11.0,21.0,5.0,3.0,False,3.0,1994;1996;1998,1,21.0,,21.0,1998,False,,15,1992.0
581302,5813.0,1.0,1.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
581303,5813.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,21.0,,21.0,2010,False,,15,2004.0
581701,5817.0,1.0,1.0,1982.0,,,20.0,28.0,2.0,1.0,True,1.0,2002,0,,,,,True,0.0,15,1997.0
581702,5817.0,1.0,2.0,1985.0,,,17.0,25.0,3.0,3.0,True,3.0,2002;2004;2010,0,,,,,True,0.0,15,2000.0
581801,5818.0,1.0,1.0,1978.0,,,10.0,34.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,2,18.0,20.0,20.0,1996;1998,True,1.0,15,1993.0
581802,5818.0,1.0,1.0,1980.0,,,10.0,30.0,7.0,4.0,True,4.0,1996;1998;2000;2002,1,20.0,,20.0,2000,True,0.0,15,1995.0
581901,5819.0,1.0,1.0,1984.0,,,16.0,28.0,5.0,3.0,True,3.0,2000;2006;2008,1,22.0,,22.0,2006,True,0.0,15,1999.0
581902,5819.0,1.0,1.0,1987.0,,,19.0,25.0,4.0,4.0,True,4.0,2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
582001,5820.0,1.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
582002,5820.0,1.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
